iteration,query,exec_time_ms,plan_time_ms,total_time_ms,avg_qerror
5,18c,3269.966,3.908,3273.874,7.5543
5,19a,133.486,18.708,152.194,9.8205
5,19b,63.64,14.61,78.25,8.4129
5,19c,1000.991,20.344,1021.335,11.3543
5,19d,3041.006,21.093,3062.099,6.129
5,1a,39.175,2.099,41.274,1.5607
5,1b,36.511,1.741,38.252,7.9545
5,1c,38.682,1.768,40.45,1.9086
5,1d,36.583,1.699,38.282,8.4569
5,20a,2018.581,11.752,2030.333,15.5797
5,20b,1579.766,11.427,1591.193,14.2331
5,20c,864.153,12.049,876.202,19.8577
5,21a,55.643,11.248,66.891,23.3651
5,21b,37.323,11.007,48.33,16.1667
5,21c,38.264,11.069,49.333,22.9058
5,22a,300.819,29.494,330.313,29.7569
5,22b,214.693,29.485,244.178,12.0574
5,22c,908.739,29.837,938.576,50.9815
5,22d,559.091,31.74,590.831,48.4399
5,23a,193.531,28.946,222.477,5.0458
5,23b,40.756,26.537,67.293,5.5679
5,23c,187.41,27.331,214.741,1.9236
5,24a,305.589,56.468,362.057,21.3734
5,24b,15.877,50.719,66.596,4.2373
5,25a,1493.397,10.171,1503.568,45.904
5,25b,192.718,9.858,202.576,6.2503
5,25c,5244.604,10.748,5255.352,60.3968
5,26a,12151.392,47.129,12198.521,17.0993
5,26b,149.102,46.488,195.59,11.7425
5,26c,1102.928,47.925,1150.853,12.2682
5,27a,12.494,47.12,59.614,3.3333
5,27b,5.304,46.904,52.208,4.1487
5,27c,17.899,49.713,67.612,3.087
5,28a,854.346,60.675,915.021,71.1659
5,28b,446.586,57.281,503.867,58.8041
5,28c,898.357,60.34,958.697,53.0267
5,29a,53.842,68.827,122.669,7.7208
5,29b,9.019,70.852,79.871,3.3953
5,29c,715.777,75.168,790.945,68.8643
5,2a,306.135,1.901,308.036,31.5217
5,2b,290.92,2.097,293.017,36.7786
5,2c,277.745,2.081,279.826,8.7956
5,2d,381.065,2.142,383.207,31.75
5,30a,3675.375,49.667,3725.042,37.7648
5,30b,246.412,46.303,292.715,8.7455
5,30c,2145.353,49.866,2195.219,53.9099
5,31a,682.298,38.01,720.308,34.2144
5,31b,248.406,34.631,283.037,12.5577
5,31c,680.036,38.77,718.806,39.3635
5,32a,8.267,2.282,10.549,9.5469
5,32b,104.325,1.91,106.235,22.7631
5,33a,21.865,59.879,81.744,3.5952
5,33b,12.339,56.784,69.123,2.6411
5,33c,33.563,59.144,92.707,5.4494
5,3a,129.986,1.591,131.577,2.6384
5,3b,85.326,1.674,87.0,2.5172
5,3c,201.896,1.773,203.669,3.622
5,4a,88.655,2.026,90.681,6.7148
5,4b,32.667,1.917,34.584,2.0691
5,4c,81.668,1.735,83.403,7.6972
5,5a,67.522,1.942,69.464,7.8224
5,5b,63.595,1.781,65.376,1.5855
5,5c,95.104,1.793,96.897,3.4904
5,6a,20.994,1.914,22.908,3.1455
5,6b,171.655,1.81,173.465,8.4287
5,6c,6.123,2.163,8.286,3.1988
5,6d,4067.036,2.321,4069.357,9.3842
5,6e,14.731,2.153,16.884,2.7271
5,6f,4122.705,1.873,4124.578,9.813
5,7a,582.632,5.493,588.125,3.3748
5,7b,165.698,5.298,170.996,3.1781
5,7c,1637.604,5.79,1643.394,22.6442
5,8a,837.274,3.745,841.019,16.8655
5,8b,84.748,3.719,88.467,6.0526
5,8c,1819.752,3.455,1823.207,1.3087
5,8d,688.607,4.06,692.667,2.6362
5,9a,131.471,6.231,137.702,9.0921
5,9b,125.845,5.785,131.63,8.9157
5,9c,218.797,6.065,224.862,2.7243
5,9d,1931.679,6.251,1937.93,3.545
6,10a,240.258,3.5,243.758,1.8375
6,10b,138.532,3.472,142.004,2.4455
6,10c,6967.771,3.415,6971.186,5.7434
6,11a,56.081,5.567,61.648,18.1154
6,11b,20.177,4.742,24.919,10.5471
6,11c,100.955,5.102,106.057,13.4635
6,11d,90.72,5.14,95.86,6.8427
6,12a,105.176,5.373,110.549,5.6684
6,12b,37.348,5.81,43.158,3.419
6,12c,315.732,5.432,321.164,11.5422
6,13a,608.893,8.547,617.44,5.1741
6,13b,274.907,8.607,283.514,6.2289
6,13c,263.307,8.411,271.718,3.6061
6,13d,944.337,8.31,952.647,5.0759
6,14a,244.38,5.225,249.605,21.3898
6,14b,109.465,4.895,114.36,4.1078
6,14c,414.468,5.04,419.508,25.1027
6,15a,156.001,11.476,167.477,3.0283
6,15b,18.744,11.524,30.268,3.5767
6,15c,607.823,12.298,620.121,3.6553
6,15d,308.896,12.591,321.487,5.8831
6,16a,155.161,6.401,161.562,8.5075
6,16b,10013.18,6.119,10019.299,37.073
6,16c,880.076,6.227,886.303,24.3997
6,16d,723.079,6.144,729.223,24.9874
6,17a,7036.296,3.922,7040.218,35.9395
6,17b,5377.491,3.986,5381.477,31.2046
6,17c,5236.923,3.864,5240.787,33.5948
6,17d,5339.561,4.11,5343.671,54.1499
6,17e,7091.829,3.903,7095.732,35.6406
6,17f,6544.185,4.011,6548.196,37.6148
6,18a,2545.628,4.014,2549.642,5.563
6,18b,113.568,3.897,117.465,5.9781
6,18c,3266.942,3.789,3270.731,7.5543
6,19a,132.601,18.789,151.39,9.8205
6,19b,64.175,14.898,79.073,8.4129
6,19c,999.828,20.474,1020.302,11.3543
6,19d,3216.892,21.272,3238.164,6.129
6,1a,38.975,2.027,41.002,1.5607
6,1b,36.525,1.665,38.19,7.9545
6,1c,37.841,1.649,39.49,1.9086
6,1d,36.453,1.605,38.058,8.4569
6,20a,2010.872,11.933,2022.805,15.5797
6,20b,1576.448,11.878,1588.326,14.2331
6,20c,868.21,11.972,880.182,19.8577
6,21a,55.577,11.506,67.083,23.3651
6,21b,37.863,10.913,48.776,16.1667
6,21c,38.686,11.21,49.896,22.9058
6,22a,299.535,29.052,328.587,29.7569
6,22b,212.422,28.857,241.279,12.0574
6,22c,906.252,29.004,935.256,50.9815
6,22d,562.401,31.415,593.816,48.4399
6,23a,194.279,28.131,222.41,5.0458
6,23b,40.747,26.7,67.447,5.5679
